run_id,optimizer,precision,keep_ratio,keep_percent,epoch,learning_rate,train_loss,train_accuracy,test_loss,test_accuracy
3,Adam,bf16,0.25,25.0,1,0.003993834667466256,1.90808844745636,29.02,2.4733470046997073,25.57
3,Adam,bf16,0.25,25.0,2,0.003975376681190275,1.4336130632781983,46.852,1.8768061004638672,35.29
3,Adam,bf16,0.25,25.0,3,0.003944739840795353,1.207826119155884,56.228,2.0508961288452148,36.59
3,Adam,bf16,0.25,25.0,4,0.0039021130325903068,1.0548233489608765,61.962,1.39212823638916,53.99
3,Adam,bf16,0.25,25.0,5,0.003847759065022573,0.9469987948608398,66.364,1.6514164989471436,48.95
3,Adam,bf16,0.25,25.0,6,0.003782013048376735,0.8484773361396789,69.798,1.2428558549880981,57.68
3,Adam,bf16,0.25,25.0,7,0.003705280328708184,0.7809199021148682,72.448,1.2736006645202638,59.47
3,Adam,bf16,0.25,25.0,8,0.0036180339887498946,0.7246649304199219,74.614,1.0854249265670777,63.55
3,Adam,bf16,0.25,25.0,9,0.0035208119312000615,0.6618665159797669,77.158,2.2325280170440673,45.95
3,Adam,bf16,0.25,25.0,10,0.0034142135623730944,0.6193907189559936,78.86,0.8002027457237244,72.5
3,Adam,bf16,0.25,25.0,11,0.003298896096660367,0.585394488773346,80.056,1.0864528490066527,61.94
3,Adam,bf16,0.25,25.0,12,0.003175570504584946,0.5620270988082886,80.994,0.8465858278274536,71.29
3,Adam,bf16,0.25,25.0,13,0.003044997129431897,0.5303716888618469,82.03,1.3560259477615357,58.85
3,Adam,bf16,0.25,25.0,14,0.002907980999479093,0.5041747160339356,82.982,0.9142975366592407,70.25
3,Adam,bf16,0.25,25.0,15,0.002765366864730179,0.47985262522697447,83.972,0.7768563236236572,73.61
3,Adam,bf16,0.25,25.0,16,0.0026180339887498945,0.47117613395690916,84.176,0.6510537356376648,78.27
3,Adam,bf16,0.25,25.0,17,0.0024668907277118107,0.4464149983882904,84.994,0.9026144619941712,71.03
3,Adam,bf16,0.25,25.0,18,0.0023128689300804615,0.43572043769836427,85.298,0.7130576949119568,75.4
3,Adam,bf16,0.25,25.0,19,0.0021569181914556897,0.4081020876312256,86.336,0.6452738910675049,79.13
3,Adam,bf16,0.25,25.0,20,0.0019999999999999996,0.39291266976356504,86.854,0.7005308190345764,76.95
3,Adam,bf16,0.25,25.0,21,0.00184308180854431,0.3778329546546936,87.362,0.5645454097747803,80.55
3,Adam,bf16,0.25,25.0,22,0.0016871310699195384,0.3608323862743378,87.938,0.5743665982246399,80.49
3,Adam,bf16,0.25,25.0,23,0.001533109272288189,0.33293583288192746,88.822,0.7595567508697509,75.42
3,Adam,bf16,0.25,25.0,24,0.001381966011250105,0.3141912385082245,89.668,0.5596625561714172,81.33
3,Adam,bf16,0.25,25.0,25,0.0012346331352698203,0.3065239705657959,89.794,0.503994753742218,82.65
3,Adam,bf16,0.25,25.0,26,0.001092019000520906,0.28626551651000975,90.572,0.59877689037323,81.11
3,Adam,bf16,0.25,25.0,27,0.000955002870568102,0.2798204977798462,90.748,0.42915636739730834,85.77
3,Adam,bf16,0.25,25.0,28,0.0008244294954150536,0.2625557559776306,91.294,0.5124519989013672,83.33
3,Adam,bf16,0.25,25.0,29,0.0007011039033396326,0.23660657232284546,92.274,0.4303130430221558,85.59
3,Adam,bf16,0.25,25.0,30,0.0005857864376269048,0.21997956394672394,92.936,0.4345813879013061,85.6
3,Adam,bf16,0.25,25.0,31,0.0004791880687999379,0.20697585162639617,93.26,0.38805629625320437,87.34
3,Adam,bf16,0.25,25.0,32,0.0003819660112501051,0.1902016905784607,93.944,0.37562219409942627,87.72
3,Adam,bf16,0.25,25.0,33,0.00029471967129181546,0.1732791799879074,94.598,0.3849070578098297,87.67
3,Adam,bf16,0.25,25.0,34,0.0002179869516232643,0.16238262410163878,95.0,0.3585886051654816,88.37
3,Adam,bf16,0.25,25.0,35,0.00015224093497742645,0.14922039954662322,95.466,0.34327514548301696,89.17
3,Adam,bf16,0.25,25.0,36,9.788696740969289e-05,0.13976877707004548,95.884,0.3762922031402588,88.12
3,Adam,bf16,0.25,25.0,37,5.526015920464686e-05,0.1309602520275116,96.234,0.32543238162994387,89.48
3,Adam,bf16,0.25,25.0,38,2.462331880972467e-05,0.1266811806869507,96.362,0.33107748432159423,89.69
3,Adam,bf16,0.25,25.0,39,6.16533253374407e-06,0.12349507219314575,96.508,0.31573758754730225,90.12
3,Adam,bf16,0.25,25.0,40,0.0,0.12106178011417389,96.654,0.31573591384887695,90.15
