name,layer,kind,m,n,min_dim,base_fro,ft_fro,delta_fro,rel_fro,spectral,nuclear,stable_rank,erank_entropy,r50,r90,r95,r99,numerical_rank,sigma_max_ratio,method,sec
model.layers.21.mlp.down_proj.weight,21,down_proj,4096,12288,4096,189.70677185058594,189.69232177734375,2.7755194531833065,0.014630576579360625,0.22542676329612732,142.2379493638873,151.59245988937926,3276.466713147549,363,1913,2543,3529,4096,29.83255988107902,svd,23.02
model.layers.21.mlp.gate_proj.weight,21,gate_proj,12288,4096,4096,181.09469604492188,181.07757568359375,2.9094808377964183,0.016066074276823016,0.4935523271560669,142.28674630192108,34.75078299569159,3189.773584083753,262,1798,2445,3465,4096,140.94819636683522,svd,15.91
model.layers.21.mlp.up_proj.weight,21,up_proj,12288,4096,4096,191.79762268066406,191.78184509277344,2.7998803418066665,0.014598097216608097,0.40889889001846313,135.48489810572937,46.88642063077405,3120.2823061253816,262,1688,2327,3389,4096,173.7822243358612,svd,15.03
model.layers.21.post_attention_layernorm.weight,21,post_attention_layernorm,4096,1,1,32.36387968001639,32.36351041360552,0.010576147189624146,0.0003267886079849146,,,,,,,,,,,1d,0.0
model.layers.21.self_attn.k_norm.weight,21,k_norm,128,1,1,21.822644062795153,21.822637398617758,0.001624559495210171,7.444375166159472e-05,,,,,,,,,,,1d,0.0
model.layers.21.self_attn.k_proj.weight,21,k_proj,1024,4096,1024,50.31065164109472,50.30723937198993,0.8234699435858016,0.016367705778494803,0.11370326084048073,21.241601298753675,52.45050388658224,827.1878430424474,91,500,656,886,1024,71.44667644988792,gram,0.61
model.layers.21.self_attn.o_proj.weight,21,o_proj,4096,4096,4096,103.23749542236328,103.23119354248047,1.4288320060182214,0.01384024283205048,0.1601119041442871,55.41894649919766,79.63703732497406,2271.6881147188647,138,894,1330,2287,4067,180461.95483169358,svd,6.12
model.layers.21.self_attn.q_norm.weight,21,q_norm,128,1,1,20.72792449642375,20.7279266543609,0.0014024811148774484,6.766143494585554e-05,,,,,,,,,,,1d,0.0
model.layers.21.self_attn.q_proj.weight,21,q_proj,4096,4096,4096,106.59580993652344,106.58636474609375,1.6263449249130975,0.015257118698019666,0.27190229296684265,65.18041923408816,35.77664218920522,2398.3110689919768,141,1033,1489,2411,4057,223011.5993668676,svd,7.32
model.layers.21.self_attn.v_proj.weight,21,v_proj,1024,4096,1024,57.00259276124985,57.00185768475585,0.7121824784078213,0.012493861136996347,0.08713928398332484,19.158350552532074,66.79663662469206,859.9351485159272,120,542,697,917,1024,15.960690810355423,gram,0.61
model.layers.22.input_layernorm.weight,22,input_layernorm,4096,1,1,46.693492407810105,46.69358324407396,0.004475171577105312,9.584144055921344e-05,,,,,,,,,,,1d,0.0
model.layers.22.mlp.down_proj.weight,22,down_proj,4096,12288,4096,191.21665954589844,191.20156860351562,2.747280121240672,0.014367368030405416,0.22734937071800232,139.05195680772886,146.02202756837409,3236.962205297785,340,1850,2485,3499,4096,30.34078755447982,svd,24.27
model.layers.22.mlp.gate_proj.weight,22,gate_proj,12288,4096,4096,185.15359497070312,185.13589477539062,2.9291547403339764,0.015820134309557646,0.5434409379959106,143.17430178215727,29.052260369623358,3190.220336741087,264,1796,2439,3459,4096,121.90759270140472,svd,14.86
model.layers.22.mlp.up_proj.weight,22,up_proj,12288,4096,4096,195.4776153564453,195.46165466308594,2.8285669859410674,0.014470030140194204,0.450291246175766,136.46315510524437,39.45898664597146,3111.0971193133,261,1672,2307,3373,4096,198.49322408669886,svd,14.89
model.layers.22.post_attention_layernorm.weight,22,post_attention_layernorm,4096,1,1,33.04653725959147,33.04628368958102,0.009777825379507336,0.00029588048220299123,,,,,,,,,,,1d,0.0
model.layers.22.self_attn.k_norm.weight,22,k_norm,128,1,1,21.803308133613772,21.803314073716518,0.0013790961592713869,6.325169331277742e-05,,,,,,,,,,,1d,0.0
model.layers.22.self_attn.k_proj.weight,22,k_proj,1024,4096,1024,48.721763508582775,48.718441382871916,0.8415874572070671,0.017273337346641743,0.11521114557172708,21.490827491705396,53.35922566915876,816.8609560506599,87,482,638,875,1024,45.391246977775275,gram,0.64
model.layers.22.self_attn.o_proj.weight,22,o_proj,4096,4096,4096,105.55152130126953,105.5438232421875,1.4623181898154765,0.013854070237809775,0.26441526412963867,55.81032868080396,30.58515738240097,2229.578850703053,135,858,1273,2220,4048,1015413.3383988569,svd,7.28
model.layers.22.self_attn.q_norm.weight,22,q_norm,128,1,1,19.454651361737806,19.454658836960675,0.0010986328125,5.647147266080882e-05,,,,,,,,,,,1d,0.0
model.layers.22.self_attn.q_proj.weight,22,q_proj,4096,4096,4096,104.95195770263672,104.94197845458984,1.685487316599446,0.016059608162574422,0.29190829396247864,65.9701283424074,33.339425210586384,2327.3265314486875,130,961,1405,2333,4052,178816.8430689346,svd,6.39
model.layers.22.self_attn.v_proj.weight,22,v_proj,1024,4096,1024,57.15546889422883,57.15234072407611,0.7611109141728587,0.013316501970814855,0.08963689842451487,20.87871164643132,72.09784064320498,877.0200594163683,135,571,720,927,1024,15.152917514604633,gram,0.61
model.layers.23.input_layernorm.weight,23,input_layernorm,4096,1,1,44.84722714650375,44.84725887380702,0.0027621358640099515,6.158989172255265e-05,,,,,,,,,,,1d,0.0
model.layers.23.mlp.down_proj.weight,23,down_proj,4096,12288,4096,193.07476806640625,193.05783081054688,2.7452691825608957,0.014218684347281837,0.24053816497325897,139.54236118029803,130.25724330214055,3249.2044212985215,348,1869,2503,3509,4096,33.00919039671344,svd,24.65
model.layers.23.mlp.gate_proj.weight,23,gate_proj,12288,4096,4096,188.89085388183594,188.8719024658203,2.9306375149971644,0.015514978384450852,0.5198814868927002,142.898981500417,31.777191021382944,3177.899025342247,260,1776,2422,3453,4096,110.36594846820421,svd,15.22
model.layers.23.mlp.up_proj.weight,23,up_proj,12288,4096,4096,196.1832275390625,196.1641082763672,2.8279590170911284,0.014414886800289961,0.4212256371974945,136.3916559421923,45.073017201922,3102.6039885257023,263,1658,2292,3367,4096,170.18756667242377,svd,15.17
model.layers.23.post_attention_layernorm.weight,23,post_attention_layernorm,4096,1,1,34.954566861104844,34.95455114248409,0.0066063667376549525,0.00018899867258849934,,,,,,,,,,,1d,0.0
model.layers.23.self_attn.k_norm.weight,23,k_norm,128,1,1,23.779467543693524,23.77946949604854,0.0013263741340393512,5.577812588116839e-05,,,,,,,,,,,1d,0.0
model.layers.23.self_attn.k_proj.weight,23,k_proj,1024,4096,1024,51.026899015194346,51.02314278272573,0.8463303531723912,0.016585964844157232,0.12041008599442032,21.957955452050754,49.403088543845136,831.3713011331772,95,505,660,890,1024,57.7112634436939,gram,0.64
model.layers.23.self_attn.o_proj.weight,23,o_proj,4096,4096,4096,109.21690368652344,109.21098327636719,1.494228213518861,0.01368129074422043,0.16997963190078735,59.537799212286586,77.27519254690317,2326.039876460283,162,955,1388,2327,4069,146519.07199937597,svd,7.64
model.layers.23.self_attn.q_norm.weight,23,q_norm,128,1,1,21.257709178443243,21.257712500410427,0.000877214499011524,4.126571173064301e-05,,,,,,,,,,,1d,0.0
model.layers.23.self_attn.q_proj.weight,23,q_proj,4096,4096,4096,110.74178314208984,110.73002624511719,1.6758998319069607,0.01513340118206913,0.2970631718635559,66.82945512748688,31.82720394523425,2373.6526714646284,143,1011,1459,2378,4054,100402.06597253736,svd,6.68
model.layers.23.self_attn.v_proj.weight,23,v_proj,1024,4096,1024,58.06199321828925,58.06125458010276,0.7491251536932131,0.012902160469703428,0.08722774886648017,20.543124547872154,73.75635237474144,876.0523717531494,136,569,718,925,1024,15.362070877945255,gram,0.88
model.layers.24.input_layernorm.weight,24,input_layernorm,4096,1,1,56.14463731085178,56.14463731085178,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.24.mlp.down_proj.weight,24,down_proj,4096,12288,4096,194.73138427734375,194.71395874023438,2.678470575749128,0.013754693860412021,0.2513197660446167,136.80915670422837,113.5848649767104,3270.1489246447572,354,1904,2539,3531,4096,33.42543488731548,svd,25.85
model.layers.24.mlp.gate_proj.weight,24,gate_proj,12288,4096,4096,191.52597045898438,191.5092010498047,2.8693190936481523,0.014981357811538186,0.5312191247940063,139.93826305656694,29.174961570970588,3180.3790312604606,261,1777,2425,3457,4096,171.6688476442951,svd,16.01
model.layers.24.mlp.up_proj.weight,24,up_proj,12288,4096,4096,196.6083984375,196.5915985107422,2.77334406205212,0.01410592876038165,0.4241630434989929,133.51214115554467,42.75056414176237,3093.215762888106,263,1641,2276,3358,4096,198.9135872780306,svd,15.32
model.layers.24.post_attention_layernorm.weight,24,post_attention_layernorm,4096,1,1,37.70432248292227,37.704272644880035,0.003547495956939864,9.408724844602541e-05,,,,,,,,,,,1d,0.0
model.layers.24.self_attn.k_norm.weight,24,k_norm,128,1,1,21.237114316840344,21.237114169469507,0.001806366906179769,8.505707881165822e-05,,,,,,,,,,,1d,0.0
model.layers.24.self_attn.k_proj.weight,24,k_proj,1024,4096,1024,50.727402775350626,50.723476826338725,0.8381132871967939,0.0165219041650607,0.13041934701944935,21.553662097648754,41.29727625127061,824.9701784547636,90,494,651,885,1024,48.92907623290431,gram,0.69
model.layers.24.self_attn.o_proj.weight,24,o_proj,4096,4096,4096,109.78311920166016,109.776611328125,1.4837147235040455,0.013514962357542444,0.26913419365882874,59.49924830068318,30.392264172814592,2370.941653496673,157,1006,1447,2368,4051,511944.8315915322,svd,6.56
model.layers.24.self_attn.q_norm.weight,24,q_norm,128,1,1,20.207738950804835,20.207739538857275,0.0015322741956339345,7.582610797596588e-05,,,,,,,,,,,1d,0.0
model.layers.24.self_attn.q_proj.weight,24,q_proj,4096,4096,4096,111.12899780273438,111.11717987060547,1.6645371148694341,0.014978422803957498,0.2935236096382141,65.73362537214234,32.15887794364557,2359.837118360432,133,988,1440,2374,4054,157237.91161413712,svd,7.24
model.layers.24.self_attn.v_proj.weight,24,v_proj,1024,4096,1024,56.65654438594286,56.65622270056801,0.7508850507397248,0.013253280073431635,0.11246145025288115,20.05382452698388,44.57994792783912,856.2852046995018,115,539,693,914,1024,39.691180144124694,gram,0.63
model.layers.25.input_layernorm.weight,25,input_layernorm,4096,1,1,54.537193940637444,54.537193940637444,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.25.mlp.down_proj.weight,25,down_proj,4096,12288,4096,195.65943908691406,195.64186096191406,2.6723100387401724,0.013657966368558839,0.23831012845039368,137.32253622543067,125.74440921827346,3290.2561023529624,363,1936,2572,3551,4096,31.734440443313613,svd,24.97
model.layers.25.mlp.gate_proj.weight,25,gate_proj,12288,4096,4096,193.35079956054688,193.3335418701172,2.8412992530629873,0.014695047858714613,0.5166888236999512,138.83805877808481,30.239584472147754,3188.993609023966,262,1792,2440,3466,4096,187.70342008112866,svd,15.34
model.layers.25.mlp.up_proj.weight,25,up_proj,12288,4096,4096,197.1737823486328,197.1549835205078,2.7485858613554974,0.013939915482757092,0.4140147566795349,133.01212417520583,44.07445741170577,3114.096032470694,268,1672,2309,3381,4096,168.83815774231712,svd,15.35
model.layers.25.post_attention_layernorm.weight,25,post_attention_layernorm,4096,1,1,39.93368552951437,39.93356639781063,0.005824710816138176,0.00014585958543278144,,,,,,,,,,,1d,0.0
model.layers.25.self_attn.k_norm.weight,25,k_norm,128,1,1,21.917142569682117,21.91714346752883,0.0010358290465216473,4.726113558044093e-05,,,,,,,,,,,1d,0.0
model.layers.25.self_attn.k_proj.weight,25,k_proj,1024,4096,1024,51.682446935876406,51.67806238069669,0.837349770641401,0.01620182132011481,0.12984199379530634,21.31811512828446,41.589477093725236,816.9252883423233,85,482,640,880,1024,47.76066044849942,gram,0.65
model.layers.25.self_attn.o_proj.weight,25,o_proj,4096,4096,4096,108.0374526977539,108.03136444091797,1.4990147374328227,0.013874954471820616,0.1822792887687683,60.31519705804408,67.62965228035307,2367.1546532116868,162,994,1439,2375,4068,116521.78444351583,svd,7.7
model.layers.25.self_attn.q_norm.weight,25,q_norm,128,1,1,20.53028493910934,20.53028628754065,0.0010910834436477512,5.3145070654583536e-05,,,,,,,,,,,1d,0.0
model.layers.25.self_attn.q_proj.weight,25,q_proj,4096,4096,4096,105.37340545654297,105.36576080322266,1.6622418243128645,0.015774775590776304,0.29152971506118774,64.38006290006638,32.51043307580444,2294.170913592502,126,931,1368,2298,4047,126232.3702983248,svd,6.54
model.layers.25.self_attn.v_proj.weight,25,v_proj,1024,4096,1024,59.31024569592812,59.30811316849307,0.7544502752335055,0.012720403808498955,0.10424541217311929,20.069170830795937,52.37781060936413,852.2452383574359,113,531,686,911,1024,19.89600733061177,gram,0.82
model.layers.26.input_layernorm.weight,26,input_layernorm,4096,1,1,69.99631049105975,69.99631049105975,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.26.mlp.down_proj.weight,26,down_proj,4096,12288,4096,197.518310546875,197.50091552734375,2.642926278989441,0.013380664666844693,0.25565508008003235,136.0102515220642,106.87133747771307,3296.5543763459473,365,1947,2583,3558,4096,33.12839173504967,svd,25.27
model.layers.26.mlp.gate_proj.weight,26,gate_proj,12288,4096,4096,194.0913543701172,194.0729217529297,2.8156927391711917,0.01450704874675597,0.5024702548980713,138.79436847381294,31.401457521905847,3217.445219131177,274,1837,2485,3494,4096,315.855480850882,svd,15.78
model.layers.26.mlp.up_proj.weight,26,up_proj,12288,4096,4096,199.00692749023438,198.98757934570312,2.7196899709751112,0.013666308028943152,0.3960857689380646,132.22611267492175,47.147679425081584,3124.207976558799,276,1687,2325,3391,4096,287.2628888540659,svd,15.43
model.layers.26.post_attention_layernorm.weight,26,post_attention_layernorm,4096,1,1,43.2496770422501,43.24964172645385,0.003285742619477398,7.597149491469078e-05,,,,,,,,,,,1d,0.0
model.layers.26.self_attn.k_norm.weight,26,k_norm,128,1,1,20.056908017336617,20.05691186752054,0.0016906975407090857,8.429502390137158e-05,,,,,,,,,,,1d,0.0
model.layers.26.self_attn.k_proj.weight,26,k_proj,1024,4096,1024,50.81258255949883,50.808874016937445,0.8412620163521607,0.01655617514356943,0.12404364457675776,21.97530079761234,45.9953073623544,837.5849373228535,99,515,670,894,1024,68.86883047163825,gram,0.68
model.layers.26.self_attn.o_proj.weight,26,o_proj,4096,4096,4096,109.36702728271484,109.36248016357422,1.577247065248969,0.014421595835934676,0.21744436025619507,65.23608784619637,52.614222838881616,2442.410907757675,182,1073,1525,2450,4067,49492.03882934013,svd,6.5
model.layers.26.self_attn.q_norm.weight,26,q_norm,128,1,1,19.538274842996323,19.538275291157422,0.0008010500945072441,4.099901864131812e-05,,,,,,,,,,,1d,0.0
model.layers.26.self_attn.q_proj.weight,26,q_proj,4096,4096,4096,106.289306640625,106.27998352050781,1.6725146597206169,0.01573549317971886,0.3149528503417969,67.02400065648916,28.199978679602943,2403.2188861729533,141,1034,1490,2416,4052,1900211.9077047333,svd,7.48
model.layers.26.self_attn.v_proj.weight,26,v_proj,1024,4096,1024,58.617594040964526,58.6174248145105,0.7509778410441086,0.012811475007303775,0.10240418173388507,20.181281504698504,53.779760244844454,860.2922791523372,119,544,698,917,1024,20.264491345255042,gram,0.63
model.layers.27.input_layernorm.weight,27,input_layernorm,4096,1,1,75.74601619303955,75.74601619303955,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.27.mlp.down_proj.weight,27,down_proj,4096,12288,4096,199.15834045410156,199.14108276367188,2.6323871400647234,0.013217559124376091,0.28022488951683044,135.97439965279773,88.24418730001467,3314.0912588211763,370,1978,2614,3576,4096,36.34419613719419,svd,24.78
model.layers.27.mlp.gate_proj.weight,27,gate_proj,12288,4096,4096,193.87306213378906,193.8548126220703,2.8023475085455627,0.014454548134240991,0.5030390024185181,138.41618208470754,31.034207636222842,3225.432786256392,276,1850,2499,3503,4096,247.80992831238234,svd,19.22
model.layers.27.mlp.up_proj.weight,27,up_proj,12288,4096,4096,200.79054260253906,200.77279663085938,2.707861579612381,0.01348600160403235,0.40033283829689026,131.9169947108021,45.752042751735225,3137.575767581959,275,1708,2350,3410,4096,219.1090954445203,svd,15.13
model.layers.27.post_attention_layernorm.weight,27,post_attention_layernorm,4096,1,1,45.71330797281129,45.71328299067323,0.002931803447773072,6.413457213634033e-05,,,,,,,,,,,1d,0.0
model.layers.27.self_attn.k_norm.weight,27,k_norm,128,1,1,19.34708664528994,19.347084816113835,0.002108575638900182,0.00010898672640272725,,,,,,,,,,,1d,0.0
model.layers.27.self_attn.k_proj.weight,27,k_proj,1024,4096,1024,49.208077234251974,49.20479262257101,0.8349830473601333,0.016968414420771447,0.13296281969418594,21.124102761447432,39.436183910777714,812.738268221487,81,476,634,876,1024,50.76319641459491,gram,0.64
model.layers.27.self_attn.o_proj.weight,27,o_proj,4096,4096,4096,107.41865539550781,107.41072082519531,1.5062557957319538,0.014022292405225272,0.2088952511548996,60.450807458059785,51.99245535250559,2366.8527630286835,158,992,1437,2376,4064,222133.89807355462,svd,7.66
model.layers.27.self_attn.q_norm.weight,27,q_norm,128,1,1,19.11520475752986,19.115203957801995,0.0010669156559090173,5.5815026281038516e-05,,,,,,,,,,,1d,0.0
model.layers.27.self_attn.q_proj.weight,27,q_proj,4096,4096,4096,105.63044738769531,105.62252807617188,1.6844422634074723,0.015946559965092734,0.3247201144695282,64.86911725116153,26.90877183575756,2296.00142868146,119,923,1366,2306,4047,498975.08041522495,svd,6.4
model.layers.27.self_attn.v_proj.weight,27,v_proj,1024,4096,1024,57.72906339176109,57.72569271107128,0.7367159626508244,0.01276161294444201,0.11577095755423476,19.41965045982836,40.49495391824009,847.3192887367674,105,524,681,911,1024,23.002842562993777,gram,0.63
model.layers.28.input_layernorm.weight,28,input_layernorm,4096,1,1,73.69208965940062,73.69208965940062,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.28.mlp.down_proj.weight,28,down_proj,4096,12288,4096,200.9563446044922,200.9412841796875,2.64797889471642,0.013176886253220658,0.3172862231731415,137.27556454204023,69.6508800923202,3331.346543609341,376,2008,2642,3590,4096,42.9224631808964,svd,33.19
model.layers.28.mlp.gate_proj.weight,28,gate_proj,12288,4096,4096,192.80540466308594,192.78720092773438,2.797651592112891,0.014510234280006716,0.4919232428073883,138.55668777530082,32.34391378422262,3231.6399767005005,281,1861,2509,3510,4096,206.31857635888124,svd,18.1
model.layers.28.mlp.up_proj.weight,28,up_proj,12288,4096,4096,202.54612731933594,202.52703857421875,2.7155086993566635,0.013406865563395128,0.41835296154022217,133.2030934446957,42.1324487724027,3166.073581363412,282,1751,2396,3440,4096,189.18023315925248,svd,15.98
model.layers.28.post_attention_layernorm.weight,28,post_attention_layernorm,4096,1,1,48.364821671766954,48.364798295956646,0.0025893120888098786,5.353709575076011e-05,,,,,,,,,,,1d,0.0
model.layers.28.self_attn.k_norm.weight,28,k_norm,128,1,1,20.562344684434795,20.56234400968365,0.0014037463962210596,6.826781759395338e-05,,,,,,,,,,,1d,0.0
model.layers.28.self_attn.k_proj.weight,28,k_proj,1024,4096,1024,50.43068732853791,50.42682462687747,0.8288797998274793,0.01643602028319795,0.12712976306548432,21.46303990311914,42.50975837542806,830.4614804467221,94,504,659,888,1024,53.892407540896286,gram,0.64
model.layers.28.self_attn.o_proj.weight,28,o_proj,4096,4096,4096,106.93604278564453,106.93116760253906,1.5030431191387053,0.014055533382243924,0.19245930016040802,59.576413473548314,60.99090464291077,2326.94399570252,153,951,1391,2337,4067,244749.84768282867,svd,6.76
model.layers.28.self_attn.q_norm.weight,28,q_norm,128,1,1,20.36476515602626,20.364764931022755,0.0005753114911673537,2.825033761791658e-05,,,,,,,,,,,1d,0.0
model.layers.28.self_attn.q_proj.weight,28,q_proj,4096,4096,4096,108.14617919921875,108.13690948486328,1.655742942718031,0.015310230606186566,0.3076725900173187,65.54110111369869,28.960643681767184,2360.2331221356853,137,993,1441,2367,4051,535640.617742632,svd,7.42
model.layers.28.self_attn.v_proj.weight,28,v_proj,1024,4096,1024,60.02596731889257,60.02540431933325,0.7709717720827892,0.01284397080994846,0.11289469787661292,20.601601830413934,46.63692025173461,854.3002726337941,117,532,687,910,1024,21.145888009510227,gram,0.63
model.layers.29.input_layernorm.weight,29,input_layernorm,4096,1,1,104.71142100770633,104.71142100770633,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.29.mlp.down_proj.weight,29,down_proj,4096,12288,4096,203.15811157226562,203.1411895751953,2.607523582698721,0.012834946941171889,0.35427629947662354,135.81543412432075,54.171678265270145,3354.862360813905,384,2048,2681,3610,4096,46.42061869055734,svd,25.84
model.layers.29.mlp.gate_proj.weight,29,gate_proj,12288,4096,4096,192.810791015625,192.79241943359375,2.736857923293562,0.014194526711276023,0.5106057524681091,136.98186305409763,28.729832832731923,3270.3182078526092,298,1922,2567,3541,4096,311.2906065761894,svd,15.02
model.layers.29.mlp.up_proj.weight,29,up_proj,12288,4096,4096,204.5724334716797,204.5518341064453,2.669081941586344,0.013047124171575294,0.43226370215415955,132.0550311905099,38.12644184118407,3197.6061010784974,294,1799,2444,3468,4096,297.8219998105485,svd,15.35
model.layers.29.post_attention_layernorm.weight,29,post_attention_layernorm,4096,1,1,52.12376290738058,52.1237550956051,0.0019694576451987572,3.778425684074796e-05,,,,,,,,,,,1d,0.0
model.layers.29.self_attn.k_norm.weight,29,k_norm,128,1,1,20.031493123069392,20.031491090892885,0.001670610943780429,8.339922209075749e-05,,,,,,,,,,,1d,0.0
model.layers.29.self_attn.k_proj.weight,29,k_proj,1024,4096,1024,49.30767743197232,49.30242293797765,0.8189117704172895,0.016608200042419155,0.14854117849897333,20.727054413081525,30.393484721110966,813.3869139474003,83,477,634,873,1024,62.075827756677405,gram,0.64
model.layers.29.self_attn.o_proj.weight,29,o_proj,4096,4096,4096,109.57775115966797,109.56810760498047,1.5596419876140022,0.014233199450693252,0.2538284957408905,63.31890929065554,37.754531449615335,2399.906925662859,167,1029,1479,2407,4059,295648.405110653,svd,7.44
model.layers.29.self_attn.q_norm.weight,29,q_norm,128,1,1,19.02116866005934,19.021170058426193,0.0012802842384889545,6.730839000325089e-05,,,,,,,,,,,1d,0.0
model.layers.29.self_attn.q_proj.weight,29,q_proj,4096,4096,4096,110.28238677978516,110.27094268798828,1.643131311473836,0.014899308579119438,0.32946857810020447,64.06899647333,24.872333944173615,2341.028193029646,122,963,1418,2360,4047,179509.8711456111,svd,6.3
model.layers.29.self_attn.v_proj.weight,29,v_proj,1024,4096,1024,57.07940056426747,57.0752481762579,0.7288726576821771,0.012769451859633739,0.12911941300757837,19.008168933567394,31.86546288299464,838.0033624657224,100,513,667,893,1024,52.669446889629725,gram,0.88
model.layers.30.input_layernorm.weight,30,input_layernorm,4096,1,1,124.10676045781312,124.10676045781312,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.30.mlp.down_proj.weight,30,down_proj,4096,12288,4096,204.80816650390625,204.79115295410156,2.614757712946237,0.012766862560123323,0.3886455297470093,136.6342450948432,45.264273261906155,3369.80262456507,394,2072,2701,3620,4096,49.75571462569315,svd,24.85
model.layers.30.mlp.gate_proj.weight,30,gate_proj,12288,4096,4096,191.8914794921875,191.874755859375,2.714948307193994,0.01414835257083165,0.5248384475708008,136.15167757705785,26.75912113711855,3278.587127130081,302,1935,2581,3550,4096,267.49778392901453,svd,15.58
model.layers.30.mlp.up_proj.weight,30,up_proj,12288,4096,4096,206.10842895507812,206.08938598632812,2.6583895566310347,0.012898014749364884,0.467841774225235,132.38078761997167,32.28785903188577,3227.505021464638,301,1847,2493,3497,4096,261.263391785325,svd,15.7
model.layers.30.post_attention_layernorm.weight,30,post_attention_layernorm,4096,1,1,55.03478905899952,55.034780481879324,0.0013906991688148655,2.5269455785938496e-05,,,,,,,,,,,1d,0.0
model.layers.30.self_attn.k_norm.weight,30,k_norm,128,1,1,21.256290891524465,21.25628930846563,0.001016350186936383,4.781408911474698e-05,,,,,,,,,,,1d,0.0
model.layers.30.self_attn.k_proj.weight,30,k_proj,1024,4096,1024,51.1134556800114,51.11043959094804,0.8277953940093684,0.016195253930621496,0.16487755334118656,20.719617310179444,25.2071033922007,809.9943300548393,75,473,634,877,1024,77.72467666014334,gram,0.67
model.layers.30.self_attn.o_proj.weight,30,o_proj,4096,4096,4096,109.15421295166016,109.14570617675781,1.5683621278505728,0.014368315115286669,0.26419463753700256,63.09208489949083,35.240713807325555,2375.930681738033,161,1005,1446,2377,4058,94614.21262127243,svd,6.51
model.layers.30.self_attn.q_norm.weight,30,q_norm,128,1,1,21.133492794122187,21.133492794122187,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.30.self_attn.q_proj.weight,30,q_proj,4096,4096,4096,104.01478576660156,104.00640106201172,1.6333196921321413,0.01570276456461802,0.33263686299324036,63.362505634943204,24.1102461216395,2328.5061817120313,118,955,1406,2343,4045,246233.99854055743,svd,7.58
model.layers.30.self_attn.v_proj.weight,30,v_proj,1024,4096,1024,60.85969153583656,60.855703688765146,0.7665650498183494,0.012595611815859326,0.14905072372876774,20.206631158241947,26.450254231963914,850.1690438142876,105,530,687,913,1024,44.581554061364486,gram,0.62
model.layers.31.input_layernorm.weight,31,input_layernorm,4096,1,1,145.32186656010407,145.32186656010407,0.0,0.0,,,,,,,,,,,1d,0.0
model.layers.31.mlp.down_proj.weight,31,down_proj,4096,12288,4096,207.03713989257812,207.0189971923828,2.6287133703847547,0.01269682034705782,0.4163776934146881,136.53300317097455,39.85763797261587,3352.8392081269644,382,2043,2675,3606,4096,56.63716172005987,svd,24.61
model.layers.31.mlp.gate_proj.weight,31,gate_proj,12288,4096,4096,190.2869873046875,190.268310546875,2.684172907514006,0.014105919409066551,0.5272483229637146,134.9895533886738,25.91734816825815,3295.2234196678855,304,1965,2609,3566,4096,185.09822805428948,svd,15.19
model.layers.31.mlp.up_proj.weight,31,up_proj,12288,4096,4096,207.66180419921875,207.6428680419922,2.648140993726041,0.01275218138423547,0.4960963726043701,132.34938631369732,28.49378254316572,3252.2393174628655,303,1889,2534,3521,4096,187.02314812457902,svd,15.13
model.layers.31.post_attention_layernorm.weight,31,post_attention_layernorm,4096,1,1,57.69238446064685,57.69238030116741,0.0010574524922233883,1.832915214216323e-05,,,,,,,,,,,1d,0.0
model.layers.31.self_attn.k_norm.weight,31,k_norm,128,1,1,20.84014705312235,20.840144683242233,0.001255122358561938,6.022617572527304e-05,,,,,,,,,,,1d,0.0
model.layers.31.self_attn.k_proj.weight,31,k_proj,1024,4096,1024,49.443833740853876,49.44084336725242,0.7836657512953402,0.01584961545261014,0.13807626112453442,20.069258817074385,32.21244552579297,824.4420075346036,87,496,653,885,1024,58.338201353730504,gram,0.64
model.layers.31.self_attn.o_proj.weight,31,o_proj,4096,4096,4096,111.68497467041016,111.67559051513672,1.5535190714999845,0.013909830539734727,0.2855764925479889,63.52695436073691,29.592950503967835,2426.2014454824275,171,1050,1502,2435,4057,90359.71378391748,svd,7.67
model.layers.31.self_attn.q_norm.weight,31,q_norm,128,1,1,19.435513700051658,19.43551329744219,0.0008437560418818304,4.341310730981834e-05,,,,,,,,,,,1d,0.0
model.layers.31.self_attn.q_proj.weight,31,q_proj,4096,4096,4096,104.68540954589844,104.6776123046875,1.5746405418390779,0.015041642848506745,0.3461180329322815,61.5599849653197,20.697333810757474,2346.436406117169,126,971,1423,2358,4041,177496.8347958547,svd,6.39
model.layers.31.self_attn.v_proj.weight,31,v_proj,1024,4096,1024,62.23155783252016,62.227606571031394,0.7525022989641805,0.012091972709237491,0.15966665574259234,20.000770349692154,22.211976442222216,859.2681825342426,110,546,703,921,1024,38.197939962382186,gram,0.64
model.layers.32.input_layernorm.weight,32,input_layernorm,4096,1,1,179.54343800420858,179.54343800420858,0.0,0.0,,,,,,,,,,,1d,0.0
